ticker_code,company_name,company_full_name,sector,exchange
VEA,VEAM,Tổng công ty Máy Động lực và Máy Nông nghiệp Việt Nam – CTCP,Industrial Goods & Services,UPCOM
VEC,"VIETTRONICS.,CORP",Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Personal & Household Goods,UPCOM
VEE,VEE,Công ty Cổ phần Thiết bị điện Cẩm Phả,Industrial Goods & Services,UPCOM
VEF,VEF,Công ty cổ phần Trung Tâm Hội Chợ Triển Lãm Việt Nam,Media,UPCOM
VES,ME CA VNECO JSC,Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco,Construction & Materials,UPCOM
VET,NAVETCO,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Health Care,UPCOM
VFC,VINAFCO,Công ty Cổ phần Vinafco,Industrial Goods & Services,UPCOM
VFG,VFC,Công ty Cổ phần Khử trùng Việt Nam,Chemicals,HOSTC
VFR,VIETFRACHT,Công ty Cổ phần Vận tải và Thuê tàu - Vietfracht,Industrial Goods & Services,UPCOM
VGC,Viglacera,Tổng Công ty Viglacera - CTCP,Construction & Materials,HOSTC
