ticker_code,company_name,company_full_name,sector,exchange
TTF,TTFC,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành,Personal & Household Goods,HOSTC
TTG,TTG,Công ty Cổ phần May Thanh Trì,Personal & Household Goods,UPCOM
TTH,"TIEN THANH ST., JSC",Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Retail,HNX
TTJ,Công ty Cổ phần Thủy Tạ,Công ty Cổ phần Thủy Tạ,Food & Beverage,UPCOM
TTL,TLG,Tổng công ty xây dựng Thăng Long - Công ty cổ phần,Construction & Materials,HNX
TTN,VNTT,Công ty Cổ phần Công nghệ và Truyền thông Việt Nam,Telecommunications,UPCOM
TTP,TAPACK,Công ty Cổ phần Bao bì Nhựa Tân Tiến,Industrial Goods & Services,UPCOM
TTR,Tracotour,Công ty Cổ phần Du lịch Thương mại và Đầu tư,Travel & Leisure,OTC
TTS,TTR JSC,Công ty cổ phần Cán thép Thái Trung,Basic Resources,UPCOM
TTT,TTC,Công ty Cổ phần Du lịch - Thương mại Tây Ninh,Travel & Leisure,HNX
