ticker_code,company_name,company_full_name,sector,exchange
HAX,HAXACO,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Retail,HOSTC
HBC,HBCG,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Construction & Materials,HOSTC
HBD,HAIPAC BINH DUONG,Công ty Cổ phần Bao bì PP Bình Dương,Industrial Goods & Services,UPCOM
HBE,HTBEECO,Công ty Cổ phần Sách-Thiết bị trường học Hà Tĩnh,Media,HNX
HBH,HHC,Công ty Cổ phần Habeco - Hải Phòng,Food & Beverage,UPCOM
HBI,HBI,Công ty cổ phần HBI,Real Estate,OTC
HBS,HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Financial Services,HNX
HBW,HB Water,Công ty cổ phần Nước sạch Hòa Bình,Utilities,UPCOM
HC3,HACO3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Construction & Materials,UPCOM
HCC,HCC,Công ty Cổ phần Bê tông Hòa Cẩm - Intimex,Construction & Materials,HNX
