ticker_code,company_name,company_full_name,sector,exchange
MIM,MIMECO JSC,Công ty Cổ phần Khoáng sản và Cơ khí,Basic Resources,HNX
MJC,MJC,Công ty Cổ phần Thương mại Mộc Hóa,Retail,OTC
MKP,MEKOPHAR,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Health Care,UPCOM
MKV,MEKOVET,Công ty Cổ phần Dược thú y Cai Lậy,Health Care,HNX
MLC,"LAO CAI UE., JSC",Công ty Cổ phần Môi trường Đô thị tỉnh Lào Cai,Industrial Goods & Services,UPCOM
MLN,CTCP Mai Linh Miền Bắc,Công ty Cổ phần Mai Linh Miền Bắc,Industrial Goods & Services,OTC
MLS,"MTL,JSC",Công ty Cổ phần Chăn nuôi - Mitraco,Food & Beverage,UPCOM
MMC,"Mangan Mineral, JSC",Công ty Cổ phần Khoáng sản Mangan,Basic Resources,OTC
MNB,NBC,Tổng công ty May Nhà Bè - Công ty cổ phần,Personal & Household Goods,UPCOM
MNC,MLN-INC,Công ty Cổ phần Mai Linh miền Trung,Travel & Leisure,OTC
