ticker_code,company_name,company_full_name,sector,exchange
CCR,CCR,Công ty Cổ phần Cảng Cam Ranh,Industrial Goods & Services,UPCOM
CCT,CANTHO PORT,Công ty Cổ phần Cảng Cần Thơ,Industrial Goods & Services,UPCOM
CCV,VCC,Công ty cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Construction & Materials,UPCOM
CDC,Chương Dương Corp,Công ty Cổ phần Chương Dương,Construction & Materials,HOSTC
CDG,CTCP Cầu Đuống,Công ty cổ phần Cầu Đuống,Construction & Materials,UPCOM
CDH,HAPUTOU,Công ty cổ phần Công trình công cộng và dịch vụ du lịch Hải Phòng,Industrial Goods & Services,UPCOM
CDN,Cảng Đà Nẵng,Công ty Cổ phần Cảng Đà Nẵng,Industrial Goods & Services,HNX
CDO,"CDDC .,JSC",Công ty Cổ phần Tư vấn thiết kế và phát triển đô thị,Construction & Materials,UPCOM
CDP,CODUPHA,Công ty cổ phần Dược phẩm Trung ương Codupha,Health Care,UPCOM
CDR,DORUCON,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Construction & Materials,UPCOM
