ticker_code,company_name,company_full_name,sector,exchange
DHL,,Công ty Cổ phần Cơ khí Vận tải Thương mại Đại Hưng,Industrial Goods & Services,OTC
DHM,Dương Hiếu JSC,Công ty Cổ phần Phát triển Toàn cầu Dương Hiếu,Basic Resources,HOSTC
DHN,HANOI PHARMA JSC,Công ty Cổ phần Dược phẩm Hà Nội,Health Care,UPCOM
DHP,HAPEMCO,Công ty Cổ phần Điện Cơ Hải Phòng,Industrial Goods & Services,HNX
DHT,HATAPHAR,Công ty Cổ phần Dược phẩm Hà Tây,Health Care,HNX
DIC,DIC–INTRACO,Công ty Cổ phần Đầu tư và Thương mại DIC,Construction & Materials,HOSTC
DID,DIC – DONG TIEN JSC,Công ty Cổ phần DIC-Đồng Tiến,Construction & Materials,HNX
DIG,DIC CORP.,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Real Estate,HOSTC
DIH,DIC – HỘI AN,Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An,Real Estate,HNX
DKP,DK Pharma JSC,Công ty cổ phần Dược Khoa,Health Care,UPCOM
