ticker_code,company_name,company_full_name,sector,exchange
PCG,"PV GAS-CITY.,JSC",Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Oil & Gas,HNX
PCM,PCM,Công ty Cổ phần Vật liệu xây dựng Bưu Điện,Construction & Materials,UPCOM
PCN,DMC-NORTH JSC,Công ty cổ phần Hóa phẩm Dầu khí DMC - Miền Bắc,Oil & Gas,UPCOM
PCT,CGT.J.S.C,Công ty cổ phần Vận tải khí và Hóa chất Việt Nam,Industrial Goods & Services,HNX
PDB,Công ty Cổ phần Pacific Dinco,Công ty Cổ phần Pacific Dinco,Construction & Materials,HNX
PDC,PTC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Travel & Leisure,HNX
PDN,DONG NAI PORT,Công ty Cổ phần Cảng Đồng Nai,Industrial Goods & Services,HOSTC
PDR,Công ty Cổ phần PTBĐS Phát Đạt,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Real Estate,HOSTC
PDT,PETIMEX,Công ty cổ phần Thương mại Dầu khí Đồng Tháp,Utilities,UPCOM
PDV,PVTRANS OIL,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Industrial Goods & Services,UPCOM
