ticker_code,company_name,company_full_name,sector,exchange
GFC,GENTRACO-FEED,Công ty Cổ phần Thủy sản Gentraco,Food & Beverage,OTC
GGG,GMC JSC,Công ty Cổ phần Ô tô Giải Phóng,Automobiles & Parts,UPCOM
GGS,HLBC,Công ty cổ phần Giống Gia súc Hà Nội,Food & Beverage,UPCOM
GHA,Hasco,Công ty Cổ phần HAPACO Hải Âu,Personal & Household Goods,OTC
GHC,GHC,Công ty Cổ phần Thủy điện Gia Lai,Construction & Materials,UPCOM
GIL,Gilimex,Công ty Cổ phần Sản Xuất Kinh Doanh Xuất Nhập Khẩu Bình Thạnh,Personal & Household Goods,HOSTC
GKM,GKM,Công ty cổ phần Khang Minh Group,Construction & Materials,HNX
GLC,GOLDLAOCAI,Công ty cổ phần Vàng Lào Cai,Basic Resources,UPCOM
GLT,GLT,Công ty Cổ phần Kỹ thuật điện toàn cầu,Industrial Goods & Services,HNX
GLW,Gia Lai Water,Công ty cổ phần Cấp thoát nước Gia Lai,Utilities,UPCOM
