ticker_code,company_name,company_full_name,sector,exchange
STU,STU,Công ty Cổ phần Môi trường và Công trình Đô thị Sơn Tây,Industrial Goods & Services,UPCOM
STV,"STONE VIET NAM.,JSC",Công ty Cổ phần Chế tác đá Việt Nam,Construction & Materials,UPCOM
STW,SOCTRANGWACO,Công ty cổ phần Cấp nước Sóc Trăng,Utilities,UPCOM
SUM,SURMINCO,Công ty cổ phần Đo đạc và Khoáng sản,Industrial Goods & Services,UPCOM
SVC,SAVICO,Công ty Cổ phần dịch vụ tổng hợp Sài Gòn,Automobiles & Parts,HOSTC
SVG,SOVIGAZ,Công ty cổ phần Hơi Kĩ Nghệ Que Hàn,Chemicals,UPCOM
SVH,Sông Vàng,Công ty cổ phần Thủy điện Sông Vàng,Utilities,UPCOM
SVI,SOVI,Công ty Cổ phần Bao bì Biên Hòa,Industrial Goods & Services,HOSTC
SVL,SOVILACO,Công ty cổ phần Nhân lực Quốc tế Sovilaco,Industrial Goods & Services,UPCOM
SVN,"SOLAVINA., JSC",Công ty Cổ phần Solavina,Construction & Materials,HNX
