ticker_code,company_name,company_full_name,sector,exchange
DTA,DE TAM J.S.C,Công ty Cổ phần Đệ Tam,Real Estate,HOSTC
DTB,BAOLOC URCO,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ BẢO LỘC,Construction & Materials,UPCOM
DTC,VIDOCO,Công ty Cổ phần Viglacera Đông Triều,Utilities,UPCOM
DTD,Công ty Đầu tư Phát triển Thành Đạt,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Construction & Materials,HNX
DTG,TIPHARCO,Công ty Cổ phần Dược phẩm Tipharco,Health Care,UPCOM
DTI,"DTI JSC.,COMPANY",Công ty Cổ phần Đầu tư Đức Trung,Real Estate,UPCOM
DTK,Tổng công ty Điện lực - TKV,Tổng công ty Điện lực TKV - CTCP,Utilities,UPCOM
DTL,DTLS,Công ty Cổ phần Đại Thiên Lộc,Basic Resources,HOSTC
DTN,TMJCO,Công ty Cổ phần Diêm Thống Nhất,Basic Resources,UPCOM
DTT,DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Chemicals,HOSTC
