ticker_code,company_name,company_full_name,sector,exchange
HOT,HOT,Công ty Cổ phần Du lịch-Dịch vụ Hội An,Travel & Leisure,HOSTC
HPB,PP JSC,Công ty Cổ phần Bao bì PP,Industrial Goods & Services,UPCOM
HPD,"DHP, JSC",Công ty Cổ phần thủy điện Đăk Đoa,Utilities,UPCOM
HPG,Hoa Phat Group,Công ty cổ phần Tập đoàn Hòa Phát,Basic Resources,HOSTC
HPH,HPCO,Công ty Cổ phần Hóa chất Hưng Phát Hà Bắc,Chemicals,UPCOM
HPI,Công ty cổ phần khu công nghiệp Hiệp Phước,Công ty cổ phần khu công nghiệp Hiệp Phước,Real Estate,UPCOM
HPL,HPL,Công ty Cổ phần Bến xe tàu phà Cần Thơ,Industrial Goods & Services,OTC
HPM,HST,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Construction & Materials,HNX
HPP,HPP,Công ty Cổ phần Sơn Hải Phòng,Chemicals,UPCOM
HPR,HPR,Công ty Cổ phần Đầu tư Xây dựng Hồng Phát,Real Estate,OTC
