ticker_code,company_name,company_full_name,sector,exchange
HSA,Hestia,Công ty Cổ phần Hestia,Industrial Goods & Services,UPCOM
HSG,HOASEN Group,Công ty Cổ phần Tập đoàn Hoa Sen,Basic Resources,HOSTC
HSI,MF JSC,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Chemicals,UPCOM
HSL,"HONGHA SONLA.,JSC",Công ty cổ phần Chế biến Nông sản Hồng Hà Sơn La,Food & Beverage,HOSTC
HSM,VINATEX - HANOSIMEX,Tổng Công ty Cổ phần Dệt May Hà Nội,Personal & Household Goods,UPCOM
HST,Sách Hưng Yên,Công ty Cổ phần Phát hành sách và Thiết bị trường học Hưng Yên,Retail,HNX
HT1,HA TIEN 1.J.S.Co,Công ty Cổ phần xi măng Hà Tiên 1,Construction & Materials,HOSTC
HTB,HTC,Công ty Cổ phần Xây dựng Huy Thắng,Construction & Materials,OTC
HTC,HOTRACO,Công ty Cổ phần Thương mại Hóc Môn,Retail,HNX
HTE,CTCP Đầu tư Kinh doanh điện lực TP Hồ Chí Minh,Công ty Cổ phần Đầu tư Kinh doanh điện lực Thành phố Hồ Chí Minh,Construction & Materials,UPCOM
