ticker_code,company_name,company_full_name,sector,exchange
LCW,CTCP Nước sạch Lai Châu,Công ty Cổ phần nước sạch Lai Châu,Utilities,UPCOM
LDG,LDG,Công ty Cổ phần Đầu tư LDG,Real Estate,HOSTC
LDP,LADOPHAR,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Health Care,HNX
LDW,Công ty cổ phần Cấp thoát nước Lâm Đồng,Công ty cổ phần Cấp thoát nước Lâm Đồng,Utilities,UPCOM
LEC,EVNLAND-CENTRAL,Công ty Cổ phần Bất động sản Điện lực Miền Trung,Real Estate,HOSTC
LG9,LICOGI 9,Công ty Cổ phần Cơ giới và Xây lắp số 9,Construction & Materials,UPCOM
LGC,CII Bridges and Roads,Công ty Cổ phần đầu tư cầu đường CII,Construction & Materials,HOSTC
LGL,"LONGGIANGLAND.,JSC",Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Real Estate,HOSTC
LHC,LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Construction & Materials,HNX
LHG,LHC,Công ty Cổ phần Long Hậu,Real Estate,HOSTC
