ticker_code,company_name,company_full_name,sector,exchange
TFC,TRANG CORP,Công ty cổ phần Trang,Food & Beverage,HNX
TGG,"TRUONG GIANG INVESTMENT AND CONSTRUCTION.,JSC",Công ty Cổ phần Xây dựng và Đầu tư Trường Giang,Construction & Materials,HOSTC
TGP,TruongPhu Corp,Công ty Cổ phần Trường Phú,Technology,UPCOM
TH1,"GENERALEXIM.,JSC",Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Food & Beverage,UPCOM
THB,THB,Công ty Cổ phần Bia Thanh Hóa,Food & Beverage,HNX
THG,TICCO,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Construction & Materials,HOSTC
THI,THIBIDI,Công ty Cổ phần Thiết bị điện,Industrial Goods & Services,HOSTC
THN,Thawaco,Công ty cổ phần Cấp nước Thanh Hóa,Utilities,UPCOM
THR,"THAR.,JSC",Công ty Cổ phần Đường sắt Thuận Hải,Industrial Goods & Services,UPCOM
THS,THS,Công ty Cổ phần Thanh Hoa - Sông Đà,Utilities,HNX
