ticker_code,company_name,company_full_name,sector,exchange
VCM,"VINACONEX MEC.,JSC",Công ty Cổ phần Nhân lực và Thương mại Vinaconex,Industrial Goods & Services,HNX
VCP,"VINACONEX P&C., JSC",Công ty Cổ phần Đầu tư Xây dựng và Phát triển Năng lượng Vinaconex,Utilities,UPCOM
VCR,"VINACONEX – ITC.,JSC",Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Real Estate,HNX
VCS,VICOSTONE,Công ty Cổ phần VICOSTONE,Construction & Materials,HNX
VCT,VINACONSULT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Construction & Materials,UPCOM
VCW,VIWASUPCO,Công ty cổ phần Đầu tư Nước sạch Sông Đà,Utilities,UPCOM
VCX,"YENBINH CEMENT.,JSC",Công ty Cổ phần Xi măng Yên Bình,Construction & Materials,UPCOM
VDB,Công ty CP VT và CB Than Đông Bắc,Công ty cổ phần Vận tải và Chế biến Than Đông Bắc,Basic Resources,UPCOM
VDL,LADOFOODS,Công ty Cổ phần Thực phẩm Lâm Đồng,Food & Beverage,HNX
VDM,Viện Dệt May,Công ty cổ phần - Viện Nghiên cứu Dệt May,Personal & Household Goods,UPCOM
