ticker_code,company_name,company_full_name,sector,exchange
SCH,SHSC,Công Ty Cổ Phần Thủy Điện Sông Chảy 5,Utilities,OTC
SCI,SCI- E&C,Công ty cổ phần SCI E&C,Construction & Materials,HNX
SCJ,SASOCO,Công ty Cổ phần Xi măng Sài Sơn,Construction & Materials,UPCOM
SCL,"SONG DA CAO CUONG, JSC",Công ty Cổ phần Sông Đà Cao Cường,Construction & Materials,HNX
SCO,SEAMECO,Công ty Cổ phần Công nghiệp Thủy sản,Industrial Goods & Services,UPCOM
SCR,SACOMREAL,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,Real Estate,HOSTC
SCS,SCSC CORP,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Industrial Goods & Services,HOSTC
SCY,Songcamship.JSC,Công ty Cổ phần Đóng tàu Sông Cấm,Construction & Materials,UPCOM
SD1,"SD1., JSC",Công ty Cổ phần Sông Đà 1,Construction & Materials,UPCOM
SD2,Song Da 2 JSC,Công ty Cổ phần Sông Đà 2,Construction & Materials,HNX
