ticker_code,company_name,company_full_name,sector,exchange
BPC,Vicem BPC,Công ty Cổ phần Vicem Bao bì Bỉm sơn,Industrial Goods & Services,HNX
BPW,BPWACO,Công ty Cổ phần Cấp thoát nước Bình Phước,Utilities,UPCOM
BQB,HABIBECO,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Food & Beverage,UPCOM
BRC,BERUB JSC,Công ty Cổ phần Cao su Bến Thành,Chemicals,HOSTC
BRR,BARUCO,Công ty Cổ phần Cao su Bà Rịa,Chemicals,UPCOM
BRS,Dịch vụ Đô thị Bà Rịa,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Industrial Goods & Services,UPCOM
BSA,BDHC,Công ty cổ phần Thủy điện Buôn Đôn,Utilities,UPCOM
BSC,BTSC,Công ty Cổ phần Dịch vụ Bến Thành,Retail,HNX
BSD,"CTCP Bia, Rượu Sài Gòn - Đồng Xuân","Công ty cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",Food & Beverage,UPCOM
BSG,SATRANCO,Công ty cổ phần Xe khách Sài Gòn,Travel & Leisure,UPCOM
