ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ACM,2019-08-27,0.6,0.6,0.5,0.6,0.6,0.6,990500.0,
ACM,2019-08-26,0.4,0.5,0.4,0.5,0.5,0.5,987900.0,
ACM,2019-08-23,0.4,0.5,0.4,0.4,0.462,0.4,232600.0,
ACM,2019-08-22,0.5,0.5,0.4,0.5,0.498,0.5,131800.0,
ACM,2019-08-21,0.5,0.5,0.4,0.4,0.426,0.4,149540.0,
ACM,2019-08-20,0.5,0.5,0.4,0.4,0.42,0.4,111400.0,
ACM,2019-08-19,0.5,0.5,0.4,0.5,0.5,0.5,159910.0,
