ticker_code,company_name,company_full_name,sector,exchange
SDT,"SONG DA 10., JSC",Công ty Cổ phần Sông Đà 10,Construction & Materials,HNX
SDU,"SURICOD.,JSC",Công ty Cổ phần Đầu tư xây dựng và Phát triển đô thị Sông Đà,Real Estate,HNX
SDV,SDV,Công ty Cổ phần Dịch vụ Sonadezi,Retail,UPCOM
SDX,"SONG DA ICF., JSC",Công ty Cổ phần phòng cháy chữa cháy và đầu tư xây dựng Sông Đà,Construction & Materials,UPCOM
SDY,ELECEM,Công ty Cổ phần Xi măng Elecem,Construction & Materials,UPCOM
SEA,SEAPRODEX,Tổng Công ty Thủy sản Việt Nam – Công ty cổ phần,Food & Beverage,UPCOM
SEAB,Seabank,Ngân hàng Thương mại Cổ phần Đông Nam Á,Banks,OTC
SEB,Mien Trung PID,Công ty Cổ phần Đầu tư và Phát triển điện miền Trung,Utilities,HNX
SEC,SEC,Công ty Cổ phần Mía đường - Nhiệt điện Gia Lai,Food & Beverage,OTC
SED,EDID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Phương Nam,Retail,HNX
