ticker_code,company_name,company_full_name,sector,exchange
HAG,HAGL,Công ty Cổ phần Hoàng Anh Gia Lai,Real Estate,HOSTC
HAH,CTCP Vận tải và xếp dỡ Hải An,Công ty Cổ phần Vận tải và xếp dỡ Hải An,Industrial Goods & Services,HOSTC
HAI,H.A.I JSC,Công ty Cổ phần Nông dược H.A.I,Chemicals,HOSTC
HAM,HAMACO,Công ty Cổ phần Vật tư Hậu Giang,Construction & Materials,UPCOM
HAN,Hancorp,Tổng Công ty Xây dựng Hà Nội,Personal & Household Goods,UPCOM
HAP,HAPACO,Công ty Cổ phần Tập đoàn HAPACO,Basic Resources,HOSTC
HAR,CÔNG TY CỔ PHẦN AN DƯƠNG THẢO ĐIỀN,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Real Estate,HOSTC
HAS,HACISCO,Công ty Cổ phần Hacisco,Construction & Materials,HOSTC
HAT,Habeco Trading,Công ty Cổ phần Thương mại Bia Hà Nội,Food & Beverage,HNX
HAV,HAPROVODKA,Công ty Cổ phần Rượu Hapro,Food & Beverage,UPCOM
