ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ACC,2019-08-27,19.5,19.5,19.5,19.5,0.0,19.5,0.0,
ACC,2019-08-26,19.5,19.5,19.5,19.5,19.5,19.5,10.0,
ACC,2019-08-23,18.7,19.5,18.25,19.5,18.77,19.5,50.0,
ACC,2019-08-22,18.25,19.5,18.25,19.5,18.27,19.5,510.0,
ACC,2019-08-21,19.55,19.55,19.55,19.55,19.55,19.55,10.0,
ACC,2019-08-20,19.5,19.5,18.5,19.4,18.77,19.4,70.0,
ACC,2019-08-19,19.2,19.2,19.2,19.2,19.2,19.2,50.0,
