ticker_code,company_name,company_full_name,sector,exchange
DXL,TOCOLIMEX,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Travel & Leisure,UPCOM
DXP,DoanXa Port,Công ty Cổ phần Cảng Đoạn Xá,Industrial Goods & Services,HNX
DXV,COXIVA,Công ty Cổ phần ViCem Vật liệu xây dựng Đà Nẵng,Construction & Materials,HOSTC
DZM,DZIMA,Công ty Cổ phần Chế tạo máy Dzĩ An,Industrial Goods & Services,HNX
E1SSHN30,SSIAM-HNX30,Quỹ ETF SSIAM HNX30,Financial Services,OTC
E1VFVN30,VFMVN30,Quỹ ETF VFMVN30,Financial Services,HOSTC
EAB,DongA Bank,Ngân hàng Thương mại Cổ phần Đông Á,Banks,OTC
EAD,CTCP Thủy điện Điện lực Đắk Lắk,Công ty cổ phần Thủy điện Điện lực Đắk Lắk,Utilities,UPCOM
EBS,Haebco JSC,Công ty Cổ phần Sách Giáo Dục tại TP Hà Nội,Retail,HNX
ECI,"ECICO.,JSC",Công ty Cổ phần Bản đồ và Tranh ảnh giáo dục,Media,HNX
