ticker_code,company_name,company_full_name,sector,exchange
CLH,LAHIEN,Công ty Cổ phần xi măng La Hiên - VVMI,Construction & Materials,HNX
CLL,CAT LAI PORT JSC,Công ty Cổ phần Cảng Cát Lái,Industrial Goods & Services,HOSTC
CLM,COALIMEX,Công ty cổ phần Xuất nhập khẩu Than - Vinacomin,Industrial Goods & Services,HNX
CLP,Cuu Long SeaPro,Công ty Cổ phần Thủy sản Cửu Long,Food & Beverage,OTC
CLS,CLSC,Công ty Cổ phần Chứng khoán Chợ Lớn,Financial Services,OTC
CLW,ChoLon Wasuco JSC,Công ty Cổ phần Cấp nước Chợ Lớn,Utilities,HOSTC
CLX,CHOLIMEX,Công ty cổ phần Xuất nhập khẩu và đầu tư Chợ Lớn (Cholimex),Retail,UPCOM
CMC,"CMCI.,JSC",Công ty Cổ phần Đầu tư CMC,Construction & Materials,HNX
CMD,CMID,Công ty cổ phần Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,Construction & Materials,UPCOM
CMF,CHOLIMEXFOOD. JSC,Công ty cổ phần Thực phẩm Cholimex,Food & Beverage,UPCOM
