ticker_code,company_name,company_full_name,sector,exchange
CIG,"Coma18.,JSC",Công ty Cổ phần COMA18,Real Estate,HOSTC
CII,CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Real Estate,HOSTC
CIP,CIPC,Công ty Cổ phần Xây lắp và Sản xuất công nghiệp,Construction & Materials,UPCOM
CJC,CEMC,Công ty Cổ phần Cơ điện Miền Trung (CEMC),Industrial Goods & Services,HNX
CKA,ANGIMECO,Công ty cổ phần Cơ Khí An Giang,Basic Resources,UPCOM
CKD,CKĐA,Công ty Cổ phần cơ khí Đông Anh Licogi,Basic Resources,UPCOM
CKH,CKHP,Công ty Cổ Phần Cơ Khí Chế tạo Hải Phòng,Industrial Goods & Services,UPCOM
CKV,COKYVINA,Công ty Cổ phần COKYVINA,Technology,HNX
CLC,CLC,Công ty Cổ phần Cát Lợi,Personal & Household Goods,HOSTC
CLG,COTECLAND JSC,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,Real Estate,HOSTC
