ticker_code,company_name,company_full_name,sector,exchange
KTB,"Tay Bac Invest.,JSC",Công ty Cổ phần Đầu tư Khoáng sản Tây Bắc,Basic Resources,UPCOM
KTC,KTC,Công ty Cổ phần Thương mại Kiên Giang,Retail,UPCOM
KTL,TMW,Công ty Cổ phần kim khí Thăng Long,Personal & Household Goods,UPCOM
KTS,KTS,Công ty Cổ phần Đường Kon Tum,Food & Beverage,HNX
KTT,KTT,Công ty Cổ phần Đầu tư Thiết bị và Xây lắp Điện Thiên Trường,Industrial Goods & Services,HNX
KTU,Công ty cổ phần Môi trường đô thị Kon Tum,Công ty cổ phần Môi trường đô thị Kon Tum,Industrial Goods & Services,UPCOM
KVC,Công ty CP sản xuất xuất nhập khẩu INOX Kim vĩ,Công ty Cổ phần sản xuất xuất nhập khẩu INOX Kim vĩ,Basic Resources,HNX
L10,LILAMA 10 JSC,Công ty Cổ phần LILAMA 10,Construction & Materials,HOSTC
L12,"Licogi 12.,JCS",Công ty cổ phần Licogi 12,Construction & Materials,UPCOM
L14,LICOGI 14,Công ty Cổ phần Licogi 14,Construction & Materials,HNX
