ticker_code,company_name,company_full_name,sector,exchange
CYC,Chang Yih Ceramic,Công ty Cổ phần Gạch Men Chang Yih,Construction & Materials,UPCOM
CZC,CZC,Công ty Cổ phần Than miền Trung,Basic Resources,OTC
D11,RES11 JSC,Công ty Cổ phần Địa ốc 11,Real Estate,HNX
D26,ROMACO26,Công ty Cổ phần Quản lý và Xây dựng đường bộ 26,Construction & Materials,OTC
D2D,D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,Real Estate,HOSTC
DAC,"DAC.,JSC",Công ty Cổ phần Viglacera Đông Anh,Construction & Materials,UPCOM
DAD,DEIDCO,Công ty Cổ phần Đầu tư và Phát triển giáo dục Đà Nẵng,Retail,HNX
DAE,Daebco,Công ty Cổ phần Sách Giáo Dục tại TP Đà Nẵng,Media,HNX
DAG,Nhựa Đông Á,Công ty Cổ phần Tập đoàn Nhựa Đông Á,Construction & Materials,HOSTC
DAH,"DONG A HOTEL .,JSC",Công ty cổ phần Tập đoàn Khách sạn Đông Á,Travel & Leisure,HOSTC
