ticker_code,company_name,company_full_name,sector,exchange
SD3,"Song Da 3,JSC",Công ty Cổ phần Sông Đà 3,Construction & Materials,UPCOM
SD4,"Song Da 4,JSC",Công ty Cổ phần Sông Đà 4,Construction & Materials,HNX
SD5,Song Da 5 JSC,Công ty Cổ phần Sông Đà 5,Construction & Materials,HNX
SD6,"Song Da 6.,JSC",Công ty Cổ phần Sông Đà 6,Construction & Materials,HNX
SD7,SongDa7,Công ty Cổ phần Sông Đà 7,Construction & Materials,UPCOM
SD8,Song Da 8,Công ty Cổ phần Sông Đà 8,Construction & Materials,UPCOM
SD9,"SONG DA 9.,JSC",Công ty Cổ phần Sông Đà 9,Construction & Materials,HNX
SDA,SIMCO SDA,Công ty Cổ phần Simco Sông Đà,Industrial Goods & Services,HNX
SDB,"SONGDA 207.,JSC",Công ty Cổ phần Sông Đà 207,Construction & Materials,UPCOM
SDC,"SDCC.,JSC",Công ty Cổ phần Tư vấn sông Đà,Construction & Materials,HNX
