ticker_code,company_name,company_full_name,sector,exchange
TW3,CTCP Dược Trung ương 3,Công ty Cổ phần Dược Trung Ương 3,Health Care,UPCOM
TXM,GCJC,Công ty Cổ phần VICEM Thạch cao Xi măng,Construction & Materials,HNX
TYA,TAYA VIETNAM,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Technology,HOSTC
UCT,CPĐT,Công ty cổ phần Đô thị Cần Thơ,Industrial Goods & Services,UPCOM
UDC,UDEC,Công ty Cổ phần Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,Construction & Materials,HOSTC
UDJ,Becamex UDJ,Công ty Cổ phần Phát triển Đô thị - Becamex UDJ,Construction & Materials,UPCOM
UEM,CĐUB,Công ty Cổ phần cơ điện Uông Bí,Industrial Goods & Services,UPCOM
UIC,IDICO-UDICO,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị IDICO,Construction & Materials,HOSTC
UMC,UCMC.JSC,Công ty Cổ phần Công trình đô thị Nam Định,Industrial Goods & Services,UPCOM
UNI,UNICO,Công ty Cổ phần Viễn Liên,Real Estate,HNX
