ticker_code,company_name,company_full_name,sector,exchange
GTN,CTCP GTNFOODS,Công ty cổ phần GTNFOODS,Industrial Goods & Services,HOSTC
GTS,CTCP Công trình Giao thông Sài Gòn,Công ty cổ phần Công trình Giao thông Sài Gòn,Construction & Materials,UPCOM
GTT,GTT,Công ty Cổ phần Thuận Thảo,Travel & Leisure,UPCOM
GVR,Tập đoàn Công nghiệp Cao su Việt Nam – Công ty cổ phần,Tập đoàn Công nghiệp Cao su Việt Nam – Công ty cổ phần,Chemicals,UPCOM
GVT,VIPACO,Công ty Cổ phần Giấy Việt Trì,Basic Resources,UPCOM
H11,"HUD101., JSC",Công ty Cổ phần Xây dựng HUD101,Construction & Materials,UPCOM
HAB,"HABOOK.,JSC",Công ty Cổ phần Sách và Thiết bị trường học Hà Nội,Media,UPCOM
HAC,CTCP Chứng khoán Hải Phòng,Công ty cổ phần Chứng khoán Hải Phòng,Financial Services,UPCOM
HAD,HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Food & Beverage,HNX
HAF,HFC,Công ty cổ phần Thực phẩm Hà Nội,Retail,UPCOM
