ticker_code,company_name,company_full_name,sector,exchange
HIZ,HONIZ,Công ty cổ phần Khu công nghiệp Hố Nai,Real Estate,UPCOM
HJC,HOAVIET JSC,Công ty Cổ phần Hòa Việt,Food & Beverage,UPCOM
HJS,Nam Mu HJSC,Công ty Cổ phần Thủy điện Nậm Mu,Utilities,HNX
HKB,"Hanoi – KinhBac Agrifood., JSC",Công ty Cổ phần nông nghiệp và thực phẩm Hà Nội - Kinh Bắc,Food & Beverage,HNX
HKP,HAKIPACK,CÔNG TY CỔ PHẦN BAO BÌ HÀ TIÊN,Industrial Goods & Services,UPCOM
HKT,Hiep Khanh Tea JSC - HITEACO,Công ty Cổ phần Chè Hiệp Khánh,Food & Beverage,HNX
HLA,HLA CORP,Công ty Cổ phần Hữu Liên Á Châu,Basic Resources,UPCOM
HLB,Halobeco,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Food & Beverage,UPCOM
HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Công ty Cổ phần Than Hà Lầm - Vinacomin,Basic Resources,HNX
HLD,"HUDLAND., JSC",Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Construction & Materials,HNX
