ticker_code,company_name,company_full_name,sector,exchange
MND,"NDE.,JSC",Công ty Cổ phần Môi trường Nam Định,Industrial Goods & Services,UPCOM
MPC,Minh Phu Seafood Corp,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,Food & Beverage,UPCOM
MPT,"TRUONGTIENGROUP.,JSC",Công ty Cổ phần Tập đoàn Trường Tiền,Personal & Household Goods,HNX
MPY,CTCP Môi trường đô thị Phú Yên,Công ty Cổ phần Môi trường đô thị Phú Yên,Industrial Goods & Services,UPCOM
MQB,QBURENCO,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Industrial Goods & Services,UPCOM
MQN,QNGURENCO,Công ty cổ phần Môi trường Đô thị Quảng Ngãi,Industrial Goods & Services,UPCOM
MRF,MERUFA,Công ty cổ phần Merufa,Health Care,UPCOM
MSB,Ngân hàng thương mại cổ phần Hàng Hải Việt Nam,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Banks,OTC
MSC,Maseco,Công ty Cổ phần Dịch vụ Phú Nhuận,Food & Beverage,HNX
MSH,SH.GARNY,Công ty cổ phần May Sông Hồng,Personal & Household Goods,HOSTC
