ticker_code,company_name,company_full_name,sector,exchange
CTT,VMC,Công ty Cổ phần chế tạo máy - VINACOMIN,Industrial Goods & Services,HNX
CTV,VITRAVICO,Công ty Cổ phần Đầu tư - Sản xuất và Thương mại Việt Nam,Construction & Materials,OTC
CTW,CANTHOWASSCO,Công ty Cổ phần Cấp thoát nước Cần Thơ,Utilities,UPCOM
CTX,CTX Holdings,Tổng Công ty Cổ phần Đầu tư xây dựng và Thương mại Việt Nam,Construction & Materials,HNX
CVC,EMMC,Công ty cổ phần Cơ điện Vật tư,Industrial Goods & Services,UPCOM
CVH,"Công viên, Cây xanh Hải Phòng","Công ty Cổ phần Công viên, Cây xanh Hải Phòng",Industrial Goods & Services,UPCOM
CVN,"VINAM.,JSC",Công ty Cổ phần VINAM,Construction & Materials,HNX
CVT,CMC JSC,Công ty Cổ phần CMC,Construction & Materials,HOSTC
CX8,Constrexim No 8,Công ty Cổ phần Đầu tư và Xây lắp Contrexim số 8,Construction & Materials,HNX
CXH,CXH,Công ty cổ phần Xe khách Hà Nội,Travel & Leisure,UPCOM
