ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
ACE,2019-08-27,24.1,24.1,24.1,24.1,24.1,24.1,0.0,
ACE,2019-08-26,24.0,25.0,24.0,25.0,24.1,25.0,1000.0,
ACE,2019-08-23,26.5,26.5,26.5,26.5,26.5,24.0,100.0,
ACE,2019-08-22,26.4,26.5,26.4,26.5,26.42,24.0,500.0,
ACE,2019-08-21,26.4,26.5,26.0,26.0,26.022,23.547,4140.0,
ACE,2019-08-20,25.7,25.7,25.7,25.7,25.7,23.275,3800.0,
ACE,2019-08-19,25.7,25.7,25.7,25.7,25.7,23.275,0.0,
