ticker_code,company_name,company_full_name,sector,exchange
KAC,KHANG AN JSC,Công ty Cổ phần Đầu tư Địa ốc Khang An,Real Estate,HOSTC
KBC,Kinhbac City Group,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Real Estate,HOSTC
KBE,KienGiang B.E.J.Co,Công ty Cổ phần Sách - Thiết bị Trường học Kiên Giang,Retail,UPCOM
KBT,KBT,Công ty Cổ phần Gạch ngói Kiên Giang,Construction & Materials,OTC
KCB,CMAMC,Công ty Cổ phần Khoáng Sản Luyện Kim Cao Bằng,Basic Resources,UPCOM
KCE,KPCECO,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Construction & Materials,UPCOM
KDC,KIDO Group,Công ty Cổ phần tập đoàn Kido,Food & Beverage,HOSTC
KDF,KDF,Công ty cổ phần Thực phẩm Đông lạnh KIDO,Food & Beverage,UPCOM
KDH,KHADIHOUSE JSC,Công ty Cổ phần Đầu tư và Kinh doanh Nhà Khang Điền,Real Estate,HOSTC
KDM,"HP Viet Nam Investment.,JSC",Công ty cổ phần Đầu tư HP Việt Nam,Construction & Materials,HNX
