ticker_code,company_name,company_full_name,sector,exchange
HDC,Hodeco,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,Real Estate,HOSTC
HDG,"HADOCO., JSC",Công ty Cổ phần Tập đoàn Hà Đô,Real Estate,HOSTC
HDM,HUEGATEX,Công ty Cổ phần Dệt - May Huế,Personal & Household Goods,UPCOM
HDO,HungDao Container,Công ty Cổ phần Hưng Đạo Container,Industrial Goods & Services,UPCOM
HDP,HADIPHAR,Công ty Cổ phần Dược Hà Tĩnh,Health Care,UPCOM
HDW,HADUWACO,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Utilities,UPCOM
HEC,HECII,Công ty cổ phần Tư vấn Xây dựng Thủy Lợi II,Construction & Materials,UPCOM
HEJ,HEC CORP,Tổng công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Construction & Materials,UPCOM
HEM,"HEM.,JSC",Công ty cổ phần Chế tạo Điện cơ Hà Nội,Industrial Goods & Services,UPCOM
HEP,HEPCO,Công ty cổ phần Môi trường và Công trình đô thị Huế,Industrial Goods & Services,UPCOM
