ticker_code,company_name,company_full_name,sector,exchange
AFC,AFCB,Công ty cổ phần Nông Lâm Nghiệp Bình Dương,Basic Resources,UPCOM
AFX,AFIEX,Công ty Cổ phần Xuất nhập khẩu Nông sản thực phẩm An Giang,Food & Beverage,UPCOM
AG1,28.1 JSC,Công ty Cổ phần 28.1,Personal & Household Goods,UPCOM
AGD,GODACO_Seafood,Công ty Cổ phần Gò Đàng,Food & Beverage,OTC
AGF,AGIFISH Co,Công ty Cổ phần Xuất nhập khẩu thủy sản An Giang,Food & Beverage,HOSTC
AGM,ANGIMEX,Công ty Cổ phần xuất nhập khẩu An Giang,Food & Beverage,HOSTC
AGP,AGIMEXPHARM,Công ty Cổ phần Dược phẩm Agimexpharm,Health Care,UPCOM
AGR,AGRISECO,Công ty Cổ phần Chứng khoán Agribank,Financial Services,HOSTC
AGX,Công ty cổ phần nông sản xuất khẩu Sài Gòn,Công ty Cổ phần nông sản xuất khẩu Sài Gòn,Food & Beverage,UPCOM
ALP,ALPHANAM JSC,Công ty Cổ phần Đầu tư Alphanam,Industrial Goods & Services,OTC
