ticker_code,company_name,company_full_name,sector,exchange
TNA,Tenimex,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,Retail,HOSTC
TNB,CTCP Thép Nhà Bè - VNSTEEL,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Basic Resources,UPCOM
TNC,TRC,Công ty Cổ phần Cao su Thống Nhất,Chemicals,HOSTC
TND,TANADACOAL,Công ty cổ phần Than Tây Nam Đá Mài - Vinacomin,Basic Resources,UPCOM
TNG,TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Personal & Household Goods,HNX
TNI,Thanh Nam Group,Công ty cổ phần Tập đoàn Thành Nam,Basic Resources,HOSTC
TNM,Tranimexco,Công ty Cổ phần Xuất nhập khẩu và Xây dựng công trình,Construction & Materials,UPCOM
TNP,Thi Nai Port,Công ty cổ phần Cảng Thị Nại,Industrial Goods & Services,UPCOM
TNS,TNFS,Công ty Cổ phần Thép Tấm Lá Thống Nhất,Basic Resources,UPCOM
TNT,TNT,Công ty Cổ phần Tài Nguyên,Real Estate,HOSTC
