ticker_code,date,open,highest,lowest,close,average,adjusted,trading_volume,put_through_volume
AAA,2019-08-27,16.55,16.65,16.2,16.25,16.38,16.25,2401690.0,
AAA,2019-08-26,16.85,16.9,16.3,16.5,16.58,16.5,2466420.0,
AAA,2019-08-23,16.9,17.05,16.8,16.95,16.92,16.95,904360.0,
AAA,2019-08-22,16.95,17.1,16.9,16.9,16.99,16.9,1181170.0,
AAA,2019-08-21,16.85,17.05,16.7,16.9,16.91,16.9,2408380.0,
AAA,2019-08-20,16.95,17.15,16.85,16.85,16.95,16.85,1504480.0,
AAA,2019-08-19,17.05,17.3,16.95,16.95,17.08,16.95,977320.0,
