ticker_code,company_name,company_full_name,sector,exchange
TDM,TDMWATER.CO,Công ty cổ phần Nước Thủ Dầu Một,Utilities,HOSTC
TDN,VDNC,Công ty Cổ phần Than Đèo Nai - VINACOMIN,Basic Resources,HNX
TDP,"Thuan Duc.,JSC",Công ty cổ phần Thuận Đức,Chemicals,UPCOM
TDS,VIKIMCO,Công ty Cổ phần thép Thủ Đức,Basic Resources,UPCOM
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Personal & Household Goods,HNX
TDW,Thu Duc Wasuco.J.S.C,Công ty Cổ phần Cấp nước Thủ Đức,Utilities,HOSTC
TEC,"TRAENCO.,JSC",Công ty Cổ phần Traenco,Industrial Goods & Services,UPCOM
TEG,"TECGROUP., JSC",Công ty Cổ phần Bất động sản và Xây dựng Trường Thành,Basic Resources,HOSTC
TEL,TELCOM,Công ty Cổ phần Phát triển Công trình Viễn thông,Telecommunications,UPCOM
TET,TEXTACO,Công ty Cổ phần Vải sợi May mặc miền Bắc,Personal & Household Goods,HNX
