ticker_code,company_name,company_full_name,sector,exchange
QLD,Công ty Cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn,Công ty cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn,Construction & Materials,UPCOM
QLT,WAMICO 10,Công ty cổ phần Quản lý Bảo trì Đường thủy nội địa số 10,Industrial Goods & Services,UPCOM
QNC,QNCC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Construction & Materials,HNX
QNS,QNS,Công ty Cổ phần Đường Quảng Ngãi,Food & Beverage,UPCOM
QNU,CTCP Môi trường Đô thị Quảng Nam,Công ty cổ phần Môi trường Đô thị Quảng Nam,Industrial Goods & Services,UPCOM
QNW,Cấp thoát nước và Xây dựng Quảng Ngãi,Công ty cổ phần Cấp thoát nước và Xây dựng Quảng Ngãi,Utilities,UPCOM
QPH,CTCP Thủy điện Quế Phong,Công ty Cổ phần thủy điện Quế Phong,Utilities,UPCOM
QSP,QSP,Công ty Cổ phần Tân Cảng Quy Nhơn,Industrial Goods & Services,UPCOM
QST,Q.E.E.J.CO,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Retail,HNX
QTC,COTRACO-QNA,Công ty Cổ phần Công trình giao thông Vận tải Quảng Nam,Construction & Materials,HNX
