ticker_code,company_name,company_full_name,sector,exchange
PHS,PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Financial Services,UPCOM
PIA,Tin học Viễn thông Petrolimex,Công ty cổ phần Tin học Viễn thông Petrolimex,Technology,UPCOM
PIC,PC3-Invest,Công ty Cổ phần Đầu tư Điện lực 3,Utilities,HNX
PID,PVC - ID,Công ty Cổ phần Trang trí nội thất Dầu khí,Construction & Materials,UPCOM
PIS,PISICO,Tổng công ty PISICO Bình Định - CTCP,Basic Resources,UPCOM
PIT,PITCO,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Food & Beverage,HOSTC
PIV,"PIV. ,JSC",Công ty Cổ phần PIV,Financial Services,UPCOM
PJC,Petajico HaNoi,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Industrial Goods & Services,HNX
PJS,PHU HOA TAN WASUCO JSC,Công ty Cổ phần cấp nước Phú Hòa Tân,Utilities,UPCOM
PJT,PJTACO,Công ty Cổ phần Vận tải Xăng dầu Đường Thủy Petrolimex,Industrial Goods & Services,HOSTC
