ticker_code,company_name,company_full_name,sector,exchange
HLE,HELICO,Công ty cổ phần Điện chiếu sáng Hải Phòng,Utilities,UPCOM
HLG,Hoang Long,Công ty Cổ phần Tập đoàn Hoàng Long,Personal & Household Goods,HOSTC
HLR,HALANG RSP,Công ty cổ phần Đường sắt Hà Lạng,Industrial Goods & Services,UPCOM
HLS,HOCERATEC,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Industrial Goods & Services,UPCOM
HLY,VIHACO,Công ty Cổ phần Viglacera Hạ Long I,Construction & Materials,HNX
HMC,HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Basic Resources,HOSTC
HMG,HNSTEELCORP,Công ty Cổ phần kim khí Hà Nội - VNSTEEL,Construction & Materials,UPCOM
HMH,HAMI CORP,Công ty Cổ phần Hải Minh,Industrial Goods & Services,HNX
HMS,"HCMC.,JSC",Công ty cổ phần Xây dựng bảo tàng Hồ Chí Minh,Construction & Materials,UPCOM
HNA,HHC,Công ty cổ phần Thủy điện Hủa Na,Utilities,UPCOM
