ticker_code,company_name,company_full_name,sector,exchange
NSH,SHALUMI,Công ty Cổ phần Nhôm Sông Hồng,Basic Resources,HNX
NSL,SOWASUCO,Công ty Cổ phần cấp nước Sơn La,Utilities,UPCOM
NSN,565 CJSC,Công ty Cổ phần Xây dựng 565,Construction & Materials,OTC
NSP,,Công ty Cổ phần Nhựa Sam Phú,Personal & Household Goods,OTC
NSS,DOLICO,Công ty cổ phần Nông Súc Sản Đồng Nai,Food & Beverage,UPCOM
NST,"NSC.,JSC",Công ty Cổ phần Ngân Sơn,Personal & Household Goods,HNX
NT2,PVPower NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Utilities,HOSTC
NTB,TECBIS 584 JSC,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Real Estate,UPCOM
NTC,NTC,Công ty cổ phần Khu Công nghiệp Nam Tân Uyên,Real Estate,UPCOM
NTF,NAPHARMECO,Công ty cổ phần Dược - Vật tư Y tế Nghệ An,Health Care,UPCOM
