ticker_code,company_name,company_full_name,sector,exchange
DNS,DSC,Công ty Cổ phần Thép Đà Nẵng,Basic Resources,UPCOM
DNT,DONATOURS,Công ty Cổ phần Du lịch Đồng Nai,Travel & Leisure,OTC
DNW,DOWACO,Công ty Cổ phần Cấp nước Đồng Nai,Utilities,UPCOM
DNY,DNY,Công ty Cổ phần Thép Dana - Ý,Basic Resources,HNX
DOC,DOCAM,Công ty cổ phần Vật tư nông nghiệp Đồng Nai,Health Care,UPCOM
DOP,DOPETCO,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,Industrial Goods & Services,UPCOM
DP1,CPC1,Công ty Cổ phần Dược phẩm Trung ương CPC1,Health Care,UPCOM
DP2,"DOPHARMA.,JSC",Công ty Cổ phần Dược phẩm Trung ương 2,Health Care,UPCOM
DP3,Foripharm,Công ty Cổ phần Dược phẩm Trung ương 3,Health Care,HNX
DPC,DANAPLAST CO.,Công ty Cổ phần nhựa Đà Nẵng,Construction & Materials,HNX
