ticker_code,company_name,company_full_name,sector,exchange
HTG,HOA THO CORP,Tổng Công ty Cổ phần Dệt May Hòa Thọ,Personal & Household Goods,UPCOM
HTI,IDICO-IDI.JSC,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,Construction & Materials,HOSTC
HTK,Công ty cổ phần Đăng kiểm xe cơ giới Hải Dương,Công ty cổ phần Đăng kiểm xe cơ giới Hải Dương,Industrial Goods & Services,UPCOM
HTL,Truong Long JSC,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Automobiles & Parts,HOSTC
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Tổng Công ty Thương Mại Hà Nội - Công ty cổ phần,Retail,UPCOM
HTN,Hưng Thịnh Incons,Công ty cổ phần Hưng Thịnh Incons,Construction & Materials,HOSTC
HTP,"HTINVEST.,.JSC",Công ty Cổ phần HTINVEST,Media,HNX
HTR,"HaThai RM., JSC",Công ty cổ phần Đường sắt Hà Thái,Industrial Goods & Services,UPCOM
HTT,Công ty Cổ phần Thương mại Hà Tây,Công ty Cổ phần Thương mại Hà Tây,Real Estate,HOSTC
HTU,HTURENCO,Công ty Cổ phần Môi trường và Công trình đô thị Hà Tĩnh,Industrial Goods & Services,UPCOM
