ticker_code,company_name,company_full_name,sector,exchange
BWS,BWACO,Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu,Utilities,UPCOM
BXD,,Công ty Cổ phần Vận tải và Quản lý Bến xe Đà Nẵng,Industrial Goods & Services,OTC
BXH,HCPC,Công ty Cổ phần Vicem Bao bì Hải Phòng,Industrial Goods & Services,HNX
BXT,Ban Quản lý và Điều hành Bến xe tàu,Ban Quản lý và Điều hành Bến xe tàu,Travel & Leisure,UPCOM
C12,CẦU 12,Công ty Cổ phần Cầu 12,Construction & Materials,UPCOM
C21,C21 JSC,Công ty Cổ phần Thế kỷ 21,Real Estate,UPCOM
C22,22JSC,Công ty Cổ phần 22,Food & Beverage,UPCOM
C32,CIC3-2,Công ty Cổ phần Đầu tư Xây dựng 3-2,Construction & Materials,HOSTC
C36,"236.,JSC",Công ty Cổ phần Quản Lý và Xây dựng công trình giao thông 236,Construction & Materials,UPCOM
C47,CC47,Công ty Cổ phần Xây dựng 47,Construction & Materials,HOSTC
