ticker_code,company_name,company_full_name,sector,exchange
MDA,"URENCO DONG ANH., JSC",Công ty cổ phần Môi trường Đô thị Đông Anh,Industrial Goods & Services,UPCOM
MDC,V-MDC JSC,Công ty Cổ phần Than Mông Dương - Vinacomin,Basic Resources,HNX
MDF,GEWOODCO,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Personal & Household Goods,UPCOM
MDG,MDC,Công ty Cổ phần Miền Đông,Construction & Materials,HOSTC
MDN,DONAGAMEX,Công ty cổ phần Tổng Công ty May Đồng Nai,Personal & Household Goods,UPCOM
MEC,Song Da Someco,Công ty Cổ phần cơ khí- lắp máy Sông Đà,Construction & Materials,HNX
MEF,MEINFA,Công ty Cổ phần MEINFA,Health Care,UPCOM
MEL,Me Lin Steel J.S.C,Công ty Cổ phần Thép Mê Lin,Basic Resources,HNX
MES,"MESC.,JSC",Công ty Cổ phần Cơ điện Công trình,Construction & Materials,UPCOM
MFS,Mobifone Service,Công ty cổ phần Dịch vụ kỹ thuật Mobifone,Telecommunications,UPCOM
