ticker_code,company_name,company_full_name,sector,exchange
SIP,SVRG CORP,Công ty Cổ phần Đầu tư Sài Gòn VRG,Real Estate,UPCOM
SIV,"SJS.,CO",Công ty Cổ phần SIVICO,Chemicals,UPCOM
SJ1,HungHau Agricultural Corp,Công ty Cổ phần Nông nghiệp Hùng Hậu,Food & Beverage,HNX
SJC,Song Đa 1.01 JSC,Công ty Cổ phần Sông Đà 1.01,Construction & Materials,HNX
SJD,Can Don HSC,Công ty Cổ phần Thủy Điện Cần Đơn,Utilities,HOSTC
SJE,Song Da No11.JSC,Công ty Cổ phần Sông Đà 11,Construction & Materials,HNX
SJF,"SSTAR.,JSC",Công Ty Cổ phần Đầu tư Sao Thái Dương,Food & Beverage,HOSTC
SJG,Tổng Công ty Sông Đà - CTCP,Tổng Công ty Sông Đà - CTCP,Construction & Materials,UPCOM
SJM,Song Da 19 JSC,Công ty Cổ phần Sông Đà 19,Construction & Materials,UPCOM
SJS,SUDICO,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Real Estate,HOSTC
