ticker_code,company_name,company_full_name,sector,exchange
EPC,EPOCO,Công ty cổ phần Cà Phê Ea Pốk,Food & Beverage,UPCOM
EPH,"HEP.,JSC",Công ty cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Media,UPCOM
EVE,Everpia JSC.,Công ty Cổ phần Everpia,Personal & Household Goods,HOSTC
EVF,EVN Finance,Công ty Tài chính Cổ phần Điện lực,Banks,UPCOM
EVG,"EVG., JSC",Công ty Cổ phần Đầu tư Everland,Construction & Materials,HOSTC
EVS,"EVS.,JSC",Công ty Cổ phần Chứng khoán Everest,Financial Services,HNX
FBA,"FBA GROUP., CORP",Công ty Cổ phần Tập đoàn Quốc tế FBA,Personal & Household Goods,UPCOM
FBC,FOMECO,Công ty Cổ phần Cơ khí Phổ Yên,Construction & Materials,UPCOM
FBT,FAQUIMEX,Công ty Cổ phần Xuất nhập khẩu lâm thủy sản Bến Tre,Food & Beverage,OTC
FCC,FCC,Công ty Cổ phần Liên Hợp Thực Phẩm,Food & Beverage,UPCOM
