ticker_code,company_name,company_full_name,sector,exchange
WSS,WSS,Công ty Cổ phần Chứng khoán phố Wall,Financial Services,HNX
WTC,VWTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Industrial Goods & Services,UPCOM
WTN,Tayninh Wassco,Công ty cổ phần Cấp thoát nước Tây Ninh,Utilities,UPCOM
X18,X18 JSC,Công ty Cổ phần Xi măng X18,Construction & Materials,UPCOM
X20,X20.Co,Công ty cổ phần X20,Personal & Household Goods,HNX
X26,"26,JSC",Công ty cổ phần 26,Personal & Household Goods,UPCOM
X77,"THANH AN 77.,JSC",Công ty cổ phần Thành An 77,Construction & Materials,UPCOM
XDH,HCCI,Công ty cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Personal & Household Goods,UPCOM
XHC,XHC,Công ty cổ phần Xuân Hòa Việt Nam,Personal & Household Goods,UPCOM
XLV,SONG DA SECO JSC,Công ty cổ phần Xây lắp và Dịch vụ Sông Đà,Construction & Materials,UPCOM
