ticker_code,company_name,company_full_name,sector,exchange
KSB,BIMICO,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Basic Resources,HOSTC
KSC,KHASASCO,Công ty Cổ phần Muối Khánh Hòa,Basic Resources,OTC
KSD,KSD,Tổng Công ty Cổ phần Xuất khẩu Đông Nam Á Hamico,Personal & Household Goods,HNX
KSE,KHASPEXCO,Công ty cổ phần Xuất khẩu Thủy sản Khánh Hòa,Food & Beverage,UPCOM
KSH,KSH.JSC,Công ty Cổ phần Damac GLS,Basic Resources,HOSTC
KSK,CTCP Khoáng Sản Luyện Kim Màu,Công ty Cổ phần Khoáng sản Luyện kim màu,Industrial Goods & Services,HNX
KSQ,"CNC Capital Viet Nam.,JSC",Công ty cổ phần CNC Capital Việt Nam,Basic Resources,HNX
KSS,NaRi Hamico JSC,Công ty Cổ phần Khoáng sản Na Rì Hamico,Basic Resources,OTC
KST,KASATI,Công ty Cổ phần KASATI,Technology,HNX
KSV,VIMICO,Tổng công ty Khoáng sản TKV - CTCP,Basic Resources,UPCOM
